iso3,country_name,region,income_level,gdp,population,task_count,mean_task_exposure,substitution_share,augmentation_share,sub_only_share,both_share,aug_only_share,neither_share,share_exposed,share_high_exposure,task_exposure_sd,substitution_minus_augmentation,llm_dominant_share,robotics_physical_dominant_share,software_rules_dominant_share,domain_tools_dominant_share,turnkey_share,configure_and_train_share,integration_and_data_share,capex_and_governance_share,goods_projected_trade_value_usd,goods_trade_automation_intensity,goods_trade_value_usd_exposed,goods_autonomous_execution_trade_share,goods_human_uses_tool_trade_share,goods_supervised_machine_trade_share,unclear_or_context_dependent_x,goods_total_trade_value_usd,services_projected_trade_value_usd,services_trade_automation_intensity,services_human_uses_tool_trade_share,unclear_or_context_dependent_y,services_total_trade_value_usd,goods_trade_value_per_capita_exposed,goods_trade_openness,services_trade_openness,gdp_per_capita,log_gdp_per_capita,log_population,manufacturing_value_added_pct_gdp,manufacturing_value_added_pct_gdp_source_year,trade_pct_gdp,trade_pct_gdp_source_year,internet_users_pct,internet_users_pct_source_year,fixed_broadband_per_100,fixed_broadband_per_100_source_year
MAR,Morocco,Middle East & North Africa,Lower middle income,160610994054.734,38081173.0,18797,1.219130712347715,0.14959834016066392,0.03346278661488535,0.14959834016066392,0.25919029632388146,0.03346278661488535,0.5577485769005692,0.4422514230994308,0.05867957652816939,0.9230775540927246,0.11613555354577856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97420212021.0,1.1063548068830578,27211802394.0,3.916599975349585e-06,0.8201653469485011,0.0006390968846031557,0.1791916395669204,52005201590.0,,,,,,714.5736396827903,0.32379602589519707,,4217.59576719798,8.347020521263206,17.455230570984448,15.2654153716279,2024.0,92.1872446062404,2024.0,91.0,2023.0,7.02184,2023
AGO,Angola,Sub-Saharan Africa,Lower middle income,100998916781.079,37885849.0,18797,0.8592328563068575,0.11767835292865883,0.01175719529712188,0.11767835292865883,0.16220673511730596,0.01175719529712188,0.7083577166569134,0.2916422833430867,0.01893919242432303,0.8831721753616801,0.10592115763153695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1391374269.0,1.4186310606553267,887685686.0,6.365217610618326e-05,0.9224455910935061,0.000376320743933493,0.07711443598645419,39982915851.0,,,,,,23.43053434014373,0.3958746997026244,,2665.874447767529,7.888287405769062,17.450088223021286,7.62750781911399,2024.0,50.8422305562091,2024.0,44.7581,2023.0,0.373669,2023
UKR,Ukraine,Europe & Central Asia,Upper middle income,190741262414.705,37860221.0,18797,1.3821354471458211,0.18987072405171038,0.04229398308240677,0.18987072405171038,0.2729690908123637,0.04229398308240677,0.49486620205351917,0.5049209980316008,0.11528435388625845,0.9709873657762378,0.14757674096930362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26115669002.0,1.3006674686908715,9248748329.0,0.00027948994909688204,0.8661559935251013,0.004973847615776272,0.12859066891002557,40724920625.0,,,,,,244.28669682091925,0.21350870865296506,,5038.038801059956,8.524772158562127,17.44941154102371,8.41130281423941,2024.0,77.7530113300514,2024.0,82.3755,2023.0,19.675,2023
POL,Poland,Europe & Central Asia,High income,917767106146.761,36559233.0,18795,1.4909284384144719,0.2048417132216015,0.046767757382282525,0.2048417132216015,0.29348230912476725,0.046767757382282525,0.45490822027134875,0.5449853684490557,0.13540835328544826,0.9485067105621131,0.15807395583931896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,792230089796.0,1.67489249522658,446778068702.0,0.001362016204506763,0.9211729728227305,0.0030702538584798413,0.07439475711428296,372730710185.0,294634066000000.0,1.7448429300093222,0.5002087262593067,0.4997912737406933,909093000000.0,12220.663073046417,0.4061277721642339,0.9905486848584286,25103.565661422956,10.130765173254584,17.414444325117902,16.0769928111431,2024.0,100.359442847164,2024.0,88.585,2024.0,26.114,2023
UZB,Uzbekistan,Europe & Central Asia,Lower middle income,114965293466.611,36361859.0,18797,1.131882747246901,0.15247113901154438,0.02330159067936373,0.15247113901154438,0.23040910783635687,0.02330159067936373,0.593818162472735,0.406128637548545,0.04506038197584721,0.9182717444918947,0.12916954833218064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6021977934.0,1.319166326091689,2310980877.0,9.283029697664116e-05,0.9155171967456764,0.0022550868084931113,0.08213488614885384,24389442157.0,,,,,,63.55508053094865,0.21214613055446468,,3161.7001063287494,8.058865170238246,17.409030953579343,20.1938734830319,2024.0,60.7274403812997,2024.0,89.0136,2023.0,30.2699,2023
MYS,Malaysia,East Asia & Pacific,Upper middle income,422227005428.688,35557673.0,18797,1.43772942490823,0.19402032239187103,0.04245358301856679,0.19402032239187103,0.28552428579028566,0.04245358301856679,0.4780018087992765,0.5218917912432836,0.11975315209873916,0.9452299807680689,0.15156673937330423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1135554473472.0,1.8004375749063632,703922760462.0,4.876748962176977e-05,0.8560977308121809,0.006890484024140418,0.13696301767405697,358071150579.0,18310641000000.0,1.6711574433685854,0.5196117469037751,0.48038825309622485,106834000000.0,19796.64868569999,0.8480536440710361,0.25302502830564144,11874.427368424474,9.382142406133783,17.38666652777361,22.5003191935602,2024.0,137.362571161559,2024.0,98.0206,2024.0,13.0287,2023
SAU,Saudi Arabia,Middle East & North Africa,High income,1239804533333.33,35300280.0,18796,1.5035645882102575,0.212864439242392,0.04708448606086402,0.212864439242392,0.2936795062779315,0.04708448606086402,0.44637156841881254,0.5534688231538625,0.13901894020004257,0.951772832349333,0.165779953181528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101511721098.0,1.3946161730754976,41675712367.0,9.321792496124308e-05,0.959762122267076,0.0005571773622614143,0.03958748244570129,331427353495.0,,,,,,1180.605716640208,0.267322262973121,,35121.66286877413,10.466573394827881,17.3794014538834,15.7219406844133,2024.0,54.6787052668733,2024.0,100.0,2024.0,43.5732,2023
MOZ,Mozambique,Sub-Saharan Africa,Low income,22745341305.0622,34631766.0,18797,0.656221737511305,0.08772676490929404,0.00787359685056126,0.08772676490929404,0.10570835771665692,0.00787359685056126,0.7986912805234878,0.20130871947651222,0.008990796403681438,0.8149695658714496,0.07985316805873278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,794495126.0,0.9095016185159077,171104993.0,4.439800679154827e-05,0.9483549355342427,0.002996246197235954,0.048604420261729835,12863090841.0,,,,,,4.940694996610915,0.5655263936680165,,656.7768246373055,6.4873442722497,17.36028191132437,6.44434299229208,2024.0,95.659420351194,2024.0,19.8434,2023.0,0.197785,2022
GHA,Ghana,Sub-Saharan Africa,Lower middle income,82308110386.4641,34427414.0,18797,0.87498005000798,0.09591956163217534,0.01532159387136245,0.09591956163217534,0.1756131297547481,0.01532159387136245,0.7131457147417141,0.2868010852795659,0.01755599297760281,0.8678802363031181,0.08059796776081289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,618931925.0,0.9754893545037283,127769396.0,0.0002794733847345166,0.888292425697705,0.005796836219104387,0.10563126469845613,17918307822.0,,,,,,3.711269048555317,0.21769796120780266,,2390.7723765271508,7.779371762812391,17.354363723577247,9.83621907142742,2024.0,69.7884227390592,2024.0,69.9445,2023.0,0.555477,2023
PER,Peru,Latin America & Caribbean,Upper middle income,289221969062.941,34217848.0,18797,1.2905250837899664,0.1612491355003458,0.03468638612544555,0.1612491355003458,0.2677022929190828,0.03468638612544555,0.5363621854551258,0.4635314145874342,0.07878916848433261,0.9312838423440327,0.12656274937490025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5894803526.0,1.4013703482337232,2705423716.0,0.00033209079681208024,0.9362343884164936,0.00325245411750132,0.060181066669193005,65643799632.0,,,,,,79.06469500945822,0.22696685125504587,,8452.37167056622,9.042202352043388,17.34825793725037,12.1140270326731,2024.0,51.4758878672647,2024.0,81.9571,2024.0,10.4364,2023
MDG,Madagascar,Sub-Saharan Africa,Low income,17420501490.1231,31964956.0,18797,0.5774325690269724,0.08097036761185296,0.006171197531520988,0.08097036761185296,0.08799276480289409,0.006171197531520988,0.824865670053732,0.175134329946268,0.008990796403681438,0.7938740723572882,0.07479917008033198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251142695.0,0.656424304915578,37624670.0,6.38640912888189e-05,0.9067201775468723,0.001631869085421736,0.09158408927641713,4188178133.0,,,,,,1.177059965294493,0.24041662264284244,,544.9875010033832,6.300762860461511,17.280150735676465,12.6451562899679,2024.0,54.9795881437152,2024.0,20.3671,2023.0,0.124487,2023
CIV,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,87113179149.284,31934230.0,18797,0.8720008511996595,0.10868755652497739,0.014576794169282332,0.10868755652497739,0.1712507314997074,0.014576794169282332,0.7054849178060328,0.2945150821939671,0.018832792466883012,0.880895397287439,0.09411076235569506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13531748027.0,1.3218105519191692,6993027183.0,8.79435530151407e-06,0.9601465398318121,0.0005205666692835767,0.03932409914360283,22029916843.0,,,,,,218.98217627292092,0.2528884499238376,,2727.893522069704,7.911284986702229,17.279189033210702,12.918437529424,2024.0,51.2640379409119,2024.0,40.6528,2023.0,1.36337,2023
NPL,Nepal,South Asia,Lower middle income,42914268286.7109,29651054.0,18797,0.7677288929084428,0.08905676437729425,0.013831994467202213,0.08905676437729425,0.1424695430121828,0.013831994467202213,0.7546416981433207,0.24535830185667926,0.012235995105601957,0.8473380813098076,0.07522476991009204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,706748220.0,0.6255663707225184,92984478.0,4.87019266917998e-06,0.9806839867244377,0.0019588093196754,0.017352333763217685,1224127968.0,,,,,,3.1359586070700893,0.02852496423384367,,1447.3100445842801,7.277461970842152,17.2050082308369,4.36587696111805,2024.0,40.5298226771909,2024.0,55.7716,2023.0,4.83217,2022
CMR,Cameroon,Sub-Saharan Africa,Lower middle income,53296694320.2057,29123744.0,18797,0.7526732989306805,0.09325956269617493,0.011171995531201788,0.09325956269617493,0.14087354365058255,0.011171995531201788,0.7546948981220407,0.24530510187795926,0.011703995318401873,0.8506364611495402,0.08208756716497315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,777709767.0,0.8726880975380626,151382484.0,5.698655447129032e-05,0.9693503180602334,0.00266519862286878,0.02792749676242654,6735469454.0,,,,,,5.197906010985401,0.12637687083430363,,1830.0083368472715,7.5120758014793365,17.187064344456733,12.880227254442,2024.0,34.4031785915423,2024.0,41.9088,2023.0,2.12862,2022
VEN,"Venezuela, RB",Latin America & Caribbean,Not classified,119802963257.783,28405543.0,18797,1.1127307549076981,0.16518593392562644,0.022343991062403576,0.16518593392562644,0.21668351332659466,0.022343991062403576,0.5957865616853754,0.4042134383146247,0.057775176889929246,0.9560798116157504,0.14284194286322288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,817589914.0,0.9510258513291787,160789294.0,2.99538920192697e-06,0.9088158015119545,0.00046284205996210466,0.09071836103888141,7532220938.0,,,,,,5.660490067026707,0.06287174150937096,,4217.591026433925,8.347019397218375,17.162094860143405,,,26.0811657596499,2024.0,,,10.6381,2023
AUS,Australia,East Asia & Pacific,High income,1757022451652.83,27196812.0,18796,1.567993190040434,0.21121515216003406,0.054586082145137264,0.21121515216003406,0.3053309214726538,0.054586082145137264,0.42886784422217494,0.5708661417322834,0.15492658012343052,0.9331822705053638,0.1566290700148968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90395509630.0,1.6591768182611661,50614134243.0,0.0004219037002623733,0.9262125253422281,0.006789471750445399,0.06657609920706412,393412193861.0,,,,,,1861.0318828177362,0.223908461437654,,64603.98563084637,11.076031384939432,17.118610318514726,5.37633044467869,2024.0,47.1453811065195,2024.0,97.0631,2023.0,36.6047,2023
NER,Niger,Sub-Saharan Africa,Low income,19876128485.7857,27032412.0,18797,0.39048784380486246,0.05256157897536841,0.003191998723200511,0.05256157897536841,0.042772782890886846,0.003191998723200511,0.9014736394105443,0.09852636058945577,0.00393679842528063,0.6714216279846262,0.0493695802521679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364414931.0,0.5018605700324612,34848473.0,0.0,0.9395334572611131,0.0023688189658727238,0.05809772377301412,1726074953.0,,,,,,1.2891366482576545,0.08684160772226807,,735.2702557872269,6.6002381265782235,17.112547148455736,6.9938602495652,2022.0,49.9759837351389,2024.0,23.1879,2023.0,0.107619,2023
SYR,Syrian Arab Republic,Middle East & North Africa,Low income,23622827079.5047,24672760.0,18797,0.5622173751130499,0.08719476512209395,0.004787998084800766,0.08719476512209395,0.07825716869713252,0.004787998084800766,0.8297600680959728,0.17023993190402723,0.008511996595201361,0.7878177761531545,0.08240676703729319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54360928.0,1.0332497083199168,17957509.0,3.6975086223693605e-06,0.8530117808143378,0.13524829818946432,0.011736223487575487,1135806435.0,,,,,,0.7278273286004484,0.048080885119183396,,957.4456639429354,6.8642689716043055,17.021210359021207,,,35.6094680799956,2022.0,34.65,2019.0,6.86125,2023
MLI,Mali,Sub-Saharan Africa,Low income,26794747239.8805,24478595.0,18797,0.5009841996063201,0.0675107729956908,0.004043198382720647,0.0675107729956908,0.068787572484971,0.004043198382720647,0.8596584561366175,0.14034154386338246,0.004894398042240783,0.7417949253310263,0.06346757461297016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1187377399.0,0.6908763066324796,131963248.0,6.229948461399003e-05,0.9266742831105547,0.0024288208638877755,0.0708345965409436,9244482551.0,,,,,,5.390964963471147,0.3450110004113339,,1094.6194926579938,6.998162086570619,17.013309620170464,7.62473561031489,2024.0,49.8960414309506,2024.0,35.0921,2023.0,0.77422,2022
BFA,Burkina Faso,Sub-Saharan Africa,Low income,23124729853.0218,23548781.0,18797,0.48098100760759693,0.05718997712400915,0.01255519497792201,0.05718997712400915,0.07554396978241208,0.01255519497792201,0.8547108581156567,0.14278874288450286,0.004043198382720647,0.7425554236743989,0.04463478214608714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,910397971.0,0.5171379649307237,44699430.0,0.00015217850260345098,0.9759245772747883,0.0007309770245522659,0.02319226719805596,8231975034.0,,,,,,1.8981632212724726,0.35598145735416215,,981.9926497690815,6.889583823366252,16.974584614878925,9.49858147123838,2024.0,60.5024222912348,2024.0,17.0226,2023.0,0.0669065,2022
LKA,Sri Lanka,South Asia,Lower middle income,98963185509.6499,21916000.0,18797,1.1544395382241848,0.14076714369314253,0.0668191732723307,0.14076714369314253,0.24392190243123904,0.0668191732723307,0.5484917806032877,0.44278342288663086,0.042772782890886846,0.9372122855285909,0.07394797042081183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16637930411.0,1.0706771415645873,4060589823.0,2.435056464307266e-05,0.9086308494237396,0.0024544711987135623,0.0888903288129037,13621714365.0,,,,,,185.27969624931558,0.13764425927530138,,4515.567873227318,8.415286232743277,16.902727521640443,17.5917877693489,2024.0,42.3975008711047,2024.0,51.2,2023.0,8.76545,2023
MWI,Malawi,Sub-Saharan Africa,Low income,11316411329.4619,21655286.0,18797,0.5667925732829707,0.06261637495345002,0.016917593232962706,0.06261637495345002,0.09038676384529447,0.016917593232962706,0.8300792679682928,0.16731393307442677,0.004255998297600681,0.7727810889854222,0.04569878172048731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235445711.0,0.5632460299945748,20248691.0,8.388345625884007e-06,0.956867283940458,0.01187820745649514,0.03124612025742104,1127407459.0,,,,,,0.9350461129906111,0.0996258819317421,,522.5703936425454,6.25875969943914,16.89076013965517,10.9664606994782,2024.0,42.4376683990967,2023.0,17.9881,2023.0,0.0795566,2023
ZMB,Zambia,Sub-Saharan Africa,Lower middle income,25303185342.2511,21314956.0,18796,0.811502447329219,0.10081932326026814,0.015535220259629709,0.10081932326026814,0.151361991913173,0.015535220259629709,0.7322834645669292,0.2677165354330709,0.014896786550329857,0.8648620944262548,0.08528410300063843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2616071558.0,0.8895209394727115,387925961.0,0.0001349917202838226,0.9496323330311593,0.0011712649795950268,0.04906141026896176,15595158968.0,,,,,,18.199707332260033,0.616331847435797,,1187.1094335006414,7.079276583705229,16.87491954390533,9.04858570665344,2024.0,62.5348874064443,2024.0,33.0,2023.0,0.68139,2023
KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,291480274648.826,20592571.0,18797,1.3643666542533384,0.18471032611586954,0.038410384635846145,0.18471032611586954,0.27520348991860405,0.038410384635846145,0.5016757993296803,0.49832420067031974,0.10107995956801617,0.9507042266801984,0.1462999414800234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25820713578.0,1.601639073222053,14099442101.0,0.0006384302645317078,0.9184855534436772,0.004499496369418269,0.07637651992237285,94474160513.0,1035953000000.0,1.640278082113764,0.5164383658705514,0.4835616341294486,7085000000.0,684.6858559331906,0.3241185381303143,0.024306962138470514,14154.632495807638,9.557797234355384,16.840440937648825,12.3935343078141,2024.0,57.1613431963924,2024.0,93.3917,2024.0,14.3457,2023
TCD,Chad,Sub-Saharan Africa,Low income,19518819751.283,20299123.0,18797,0.3683034526786189,0.047241581103367555,0.005585997765600894,0.047241581103367555,0.046337181465127414,0.005585997765600894,0.9008352396659042,0.09852636058945577,0.002819598872160451,0.66406862302866,0.04165558333776666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15883643.0,0.5911367436299091,1788838.0,1.4417347456122e-05,0.922007501679558,0.022531543928555938,0.05544653704442992,4466577898.0,,,,,,0.08812390564853467,0.2288344251811847,,961.5597556250583,6.8685567114337,16.82608824110834,7.14535399141811,2024.0,47.8679892951699,2024.0,13.1832,2023.0,0.0,2023
CHL,Chile,Latin America & Caribbean,High income,330267137371.592,19764771.0,18797,1.4683726126509549,0.20162791934883226,0.044209182316327075,0.20162791934883226,0.2895142841942863,0.044209182316327075,0.46464861414055436,0.5349789860084055,0.1274671490131404,0.9445004241062765,0.1574187370325052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12696718427.0,1.6456189143777726,7000201194.0,0.0007476002602227355,0.9342793387285377,0.00498164241127815,0.05999141859996136,98227822411.0,,,,,,354.17567924262823,0.2974193048474011,,16709.889397230658,9.723756002610662,16.799411668508693,9.01046913453608,2024.0,63.859857248066,2024.0,94.4574,2023.0,22.9954,2023
ROU,Romania,Europe & Central Asia,High income,382564217988.866,19051804.0,18797,1.4392722242911102,0.19976592009363195,0.04426238229504708,0.19976592009363195,0.2798850880459648,0.04426238229504708,0.4760866095653562,0.5237005905197638,0.12299835080065968,0.9524506669205479,0.15550353779858486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316865454914.0,1.543442038709256,157753261711.0,0.0014148726124836772,0.907556129982834,0.0024568844975899696,0.08857211290709238,109414257192.0,,,,,,8280.226991155274,0.28600232862129393,,20080.209621559512,9.907490013071868,16.762672353216125,13.1961348200611,2024.0,77.2149837939003,2024.0,91.2905,2024.0,34.6706,2023
SOM,"Somalia, Fed. Rep.",Sub-Saharan Africa,Low income,11967000000.0,19009151.0,18797,0.46156301537479383,0.0600095759961696,0.00962919614832154,0.0600095759961696,0.06921317231473108,0.00962919614832154,0.8611480555407778,0.13736234505506198,0.00393679842528063,0.7341624357212565,0.05038037984784806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19182308.0,0.4025890419442749,1856322.0,0.0001294421922534035,0.9429195902807942,0.0004108994600649724,0.05654006806688747,961234057.0,,,,,,0.09765412458452248,0.08032372833625805,,629.5388994490074,6.44498764577539,16.7604310527624,,,130.325060583271,2024.0,27.6,2022.0,0.722963,2023
SEN,Senegal,Sub-Saharan Africa,Lower middle income,32808056600.9436,18501984.0,18797,0.8927488429004629,0.09863276054689578,0.04229398308240677,0.09863276054689578,0.19024312390275044,0.04229398308240677,0.668830132467947,0.32542426983029205,0.014257594296962281,0.896452599554924,0.05633877746448901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1583774203.0,0.8793054706675254,378444067.0,7.876122730356153e-05,0.9450121262014267,0.002504837490398245,0.05240427508087149,5916443727.0,,,,,,20.454242474752977,0.18033508656010536,,1773.2182992344822,7.48055142271077,16.733388527541653,13.8542329986186,2024.0,68.1405147656211,2024.0,60.6122,2023.0,1.97393,2023
GTM,Guatemala,Latin America & Caribbean,Upper middle income,113199581158.203,18406359.0,18797,1.0893227642708943,0.13411714635314145,0.05979677608128957,0.13411714635314145,0.23333510666595733,0.05979677608128957,0.5727509708996117,0.418790232483907,0.029685588125764748,0.9268341259270642,0.07432037027185188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4395512898.0,0.9252995191643276,1184282736.0,0.00010962452191170888,0.9391949685504029,0.0023902170790536035,0.05830518984863186,15023299656.0,,,,,,64.34095607936366,0.1327151523202552,,6150.025714385067,8.724211541992647,16.72820676070013,13.587559280005,2024.0,47.344196760267,2024.0,56.0535,2023.0,5.08083,2023
ECU,Ecuador,Latin America & Caribbean,Upper middle income,124676074700.0,18135478.0,18797,1.2714794914082035,0.1612491355003458,0.08400276639889344,0.1612491355003458,0.26908549236580304,0.08400276639889344,0.48566260573495773,0.5024205990317604,0.06336117465553014,0.9555654300058061,0.07724636910145237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2858804460.0,1.1103790533473563,819708405.0,8.619442268534869e-05,0.9124885306076513,0.0037537925906272022,0.08367148237903617,36684536917.0,,,,,,45.19916183074965,0.29423878643333645,,6874.705739765999,8.83560412013018,16.713380688223296,12.8762268451495,2024.0,57.2031395531255,2024.0,77.1727,2024.0,16.0679,2023
NLD,Netherlands,Europe & Central Asia,High income,1214927698572.66,17993485.0,18796,1.5949138114492445,0.22164290274526496,0.05831027878271973,0.22164290274526496,0.3050117046180038,0.05831027878271973,0.4150351138540115,0.5845924664822303,0.165779953181528,0.939930045901428,0.16333262396254522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1160832203801.0,1.8820269811738644,734139177223.0,0.00030774859263056934,0.9283287186851145,0.023040387876407532,0.048323144845847425,597701009602.0,795200239000000.0,1.8694699952171419,0.5006668714421084,0.4993331285578916,2358161000000.0,40800.2772794153,0.49196426281514555,1.9409887541212956,67520.42189562833,11.120185377704528,16.705520305898293,10.0682519361509,2024.0,153.83065216636,2024.0,97.0068,2023.0,43.2644,2023
KHM,Cambodia,East Asia & Pacific,Lower middle income,46352647037.2406,17638801.0,18797,0.9266904293238283,0.11634835346065861,0.03708038516784593,0.11634835346065861,0.193807522476991,0.03708038516784593,0.6527637388945045,0.34292706282917484,0.015534393786242485,0.903286764171139,0.07926796829281268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25453685120.0,0.6135067626702848,1571173956.0,1.026193255587818e-05,0.9156993213012607,0.00023151390347677877,0.08405890286270659,33168094560.0,,,,,,89.07487283290968,0.7155598801801356,,2627.8796975622436,7.873932601373377,16.685611635711275,27.8057723910919,2024.0,143.447009703011,2024.0,60.7171,2023.0,3.64182,2023
ZWE,Zimbabwe,Sub-Saharan Africa,Lower middle income,41539411516.4448,16634373.0,18797,0.8637016545193382,0.10448475820609672,0.03798478480608608,0.10448475820609672,0.17524072990370804,0.03798478480608608,0.6822897270841092,0.31265627493749004,0.01537479385008246,0.8969575417906949,0.06649997340001064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333495234.0,0.7838062237495124,56879217.0,4.821358256652027e-05,0.9298086430824376,0.011462604590025415,0.05868053874497049,9072238206.0,,,,,,3.419378476122905,0.21840073979884003,,2497.2033220876315,7.822926713511721,16.626981775110302,15.5645508202725,2024.0,41.4865312656314,2024.0,38.4266,2023.0,1.57458,2023
GIN,Guinea,Sub-Saharan Africa,Lower middle income,25008678293.4084,14754785.0,18797,0.47534180986327607,0.05984997606000957,0.009256796297281482,0.05984997606000957,0.06804277278289089,0.009256796297281482,0.862850454859818,0.13603234558706176,0.0032983986806405276,0.7311978251854055,0.05059317976272809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90932409.0,0.6345613586460687,10291711.0,0.0,0.9587280482143611,0.00220785968619835,0.03906409209944058,18049300944.0,,,,,,0.6975168394524217,0.721721505320707,,1694.953758621925,7.435410738393404,16.50707799492126,12.7453563521224,2022.0,97.7778177312748,2024.0,26.5014,2023.0,0.00627529,2022
BEN,Benin,Sub-Saharan Africa,Lower middle income,21482643706.4249,14462724.0,18797,0.7209129116348354,0.08676916529233389,0.026174389530244188,0.08676916529233389,0.13661754535298185,0.026174389530244188,0.7504388998244401,0.2461563015374794,0.007288397084641166,0.8500962750692082,0.0605947757620897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431725851.0,0.7218931001655493,60917713.0,4.99321501134756e-05,0.936834627954674,0.003504487851481472,0.059610952043731104,1834838616.0,,,,,,4.212049749410968,0.08541028008816473,,1485.3801888513465,7.3034260378979345,16.48708513869602,10.1743449588896,2024.0,40.6398022401523,2024.0,32.2083,2023.0,0.17088,2023
RWA,Rwanda,Sub-Saharan Africa,Low income,14251642235.0968,14256567.0,18797,0.8567324573070171,0.09687716124913551,0.043836782465287015,0.09687716124913551,0.1657179337128265,0.043836782465287015,0.693568122572751,0.3005798797680481,0.011491195403521838,0.8774203639384491,0.05304037878384849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42586523.0,0.8152742124544894,7430313.0,0.0011605079851200813,0.9226422640796479,0.014863246760013726,0.06133398117521827,1368783789.0,,,,,,0.5211852895581384,0.09604393419511789,,999.6545616554672,6.907409780960036,16.472728200629085,8.94087746646115,2024.0,69.9544135680561,2024.0,34.2005,2023.0,0.445556,2023
BDI,Burundi,Sub-Saharan Africa,Low income,3082433067.32634,14047786.0,18797,0.3825078469968612,0.046017981592807365,0.006649997340001064,0.046017981592807365,0.042719582912166834,0.006649997340001064,0.9046124381550248,0.09427036229185508,0.0022343991062403574,0.6585392281340259,0.0393679842528063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71335291.0,0.14662718625483703,1035208.0,0.0009233438186997793,0.9462567552994211,0.00037877465166575127,0.05244112623021332,362679178.0,,,,,,0.07369189707189445,0.11766003351196297,,219.42483088269853,5.391009717748471,16.457975361255812,11.5378154113804,2024.0,,,11.0784,2023.0,0.0203441,2023
BOL,Bolivia,Latin America & Caribbean,Lower middle income,54881327452.9667,12413315.0,18797,0.9843592062563175,0.11767835292865883,0.04787998084800766,0.11767835292865883,0.20396871841251263,0.04787998084800766,0.6304729478108209,0.3643666542533383,0.01963079214768314,0.9070020046351384,0.06979837208065118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,954370194.0,1.0967207018621539,336848799.0,4.7283538697772867e-05,0.9417633111873986,0.0042051292310161985,0.0539842760428874,11462774033.0,,,,,,27.1360872579162,0.20886473715169515,,4421.166098899987,8.394158763557042,16.334280244797387,13.0661500585552,2024.0,46.9778716148403,2024.0,70.2368,2023.0,10.9975,2022
TUN,Tunisia,Middle East & North Africa,Lower middle income,51332285656.5422,12277109.0,18797,1.2486567005373197,0.15880193647922541,0.07181997127201149,0.15880193647922541,0.2720646911741235,0.07181997127201149,0.49731340107463956,0.49289780284087886,0.053040378783848485,0.9420564025352864,0.08698196520721392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72507820091.0,1.1311046778274325,27302058536.0,1.6266631633935988e-05,0.8538320196952727,0.0019280997804725466,0.14422361389262084,24660322376.0,,,,,,2223.8182080162355,0.48040569517981496,,4181.137893012288,8.33833871168147,16.32324702951405,14.7948868494485,2024.0,106.298549204247,2024.0,72.3542,2023.0,14.1436,2023
